Level,Question,Option_A,Option_B,Option_C,Option_D,Correct_Option,Solution,Needs_Review
Basic,"If “BALL” is coded as “CBMM,” how is “GAME” coded?",CBBB,HBNF,HMMM,FNBH,B,"Each letter is shifted forward by 1: B→C, A→B, L→M, L→M.  
For GAME: G+1=H, A+1=B, M+1=N, E+1=F.",TRUE
Basic,"A is B’s brother, and C is B’s sister. If D is C’s mother, who is D to A?",Grandmother,Cousin,Mother-in-law,Mother,D,"A and B are brothers, C is their sister, D is C’s mother.  
D is the mother of A, B, and C.",TRUE
Basic,"If X is Y’s father, and Y is Z’s sister, who is X to Z?",Son,Grandfather,Father,Uncle,C,X is the father of Y and Z (siblings).,TRUE
Basic,"P is Q’s son, and R is Q’s wife. Who is R to P?",Brother,Father,Mother,Cousin,C,"R is Q’s wife, and P is their son.  
R is P’s mother.",TRUE
Basic,"A is B’s father, and B is C’s daughter. Who is C to A?",Wife,Cousin,Sister,Mother,A,"A is the father of B, and B is C’s daughter.  
C is A’s wife.",TRUE
Basic,"If M is N’s sister, and O is N’s father, who is O to M?",Cousin,Mother,Grandfather,Father,D,"M and N are sisters, O is N’s father.  
O is M’s father.",TRUE
Basic,"X is Y’s brother, and Z is Y’s mother. Who is Z to X?",Father,Uncle,Mother-in-law,Mother,D,Z is the mother of Y and X (siblings).,TRUE
Basic,"If A is B’s son, and C is B’s sister, who is C to A?",Mother,Grandmother,Aunt,Cousin,A,"A is B’s son, and C is B’s sister.  
C is A’s mother.",TRUE
Basic,"P is Q’s father, and R is Q’s daughter. Who is R to P?",Brother,Uncle's Brother,Grandmother,Daughter,D,"R is Q’s daughter, and P is Q’s father.  
R is P’s daughter.",TRUE
Basic,"If X is Y’s sister, and Z is Y’s father, who is Z to X?",Mother,Father,Uncle,Neighbor,B,"X and Y are sisters, Z is Y’s father.  
Z is X’s father.",TRUE
Basic,"A is B’s mother, and B is C’s sister. Who is A to C?",Grandfather,Mother,Brother,Cousin,B,"A is B’s mother, and B is C’s sister.  
A is C’s mother.",TRUE
Basic,"A man walks 5 km north, then 3 km east. How far is he from the starting point?",10,12,20,5.83 km,D,"Forms a right triangle. North = 5 km, East = 3 km.  
Distance = \( \sqrt{5^2 + 3^2} = \sqrt{25 + 9} = \sqrt{34} \approx 5.83 \) km.",TRUE
Basic,"A person walks 4 km south, then 3 km west. In which direction is he from the starting point?",Northwest,East,Southwest,Southeast,C,South and west form a right angle. He is southwest of the starting point.,TRUE
Basic,"A man walks 6 km east, then 8 km north. How far is he from the starting point?",10 km,10 miles,5,12,A,Distance = \( \sqrt{6^2 + 8^2} = \sqrt{36 + 64} = \sqrt{100} = 10 \) km.,TRUE
Basic,"A person walks 2 km north, then 2 km west, then 2 km south. Where is he relative to the starting point?",1 km north,4 km south east,5 km west,2 km west,D,"North 2 km, south 2 km cancel out. He moves 2 km west.",TRUE
Basic,"A man walks 5 km south, then 5 km east, then 5 km north. Where is he from the starting point?",15 km away,5 km east,4,5 km south,B,"South 5 km, north 5 km cancel out. He moves 5 km east.",TRUE
Basic,"A person walks 10 km west, then 10 km north. What is the shortest distance to the starting point?",42.43,15.5,14.14 km,17.32,C,Distance = \( \sqrt{10^2 + 10^2} = \sqrt{200} \approx 14.14 \) km.,TRUE
Basic,"A man walks 3 km north, then 4 km east, then 3 km south. Where is he from the starting point?",1 km south,4 km east,9 km,0 km,B,"North 3 km, south 3 km cancel out. He moves 4 km east.",TRUE
Basic,"A person walks 6 km east, then 8 km south, then 6 km west. Where is he from the starting point?",16 km south,5 km east,8 km south,2,C,"East 6 km, west 6 km cancel out. He moves 8 km south.",TRUE
Basic,"A man walks 7 km north, then 24 km east. How far is he from the starting point?",3 km,25 miles,North Pole,25 km,D,Distance = \( \sqrt{7^2 + 24^2} = \sqrt{49 + 576} = \sqrt{625} = 25 \) km.,TRUE
Basic,"A person walks 4 km west, then 3 km north. In which direction is he from the starting point?",East,Southwest,Northwest,North,C,West and north form a right angle. He is northwest of the starting point.,TRUE
Basic,All cats are mammals. All mammals are animals. Conclusion: All cats are animals.,True,False,Maybe,17,A,"All cats are mammals (A→B), all mammals are animals (B→C).  
Therefore, all cats are animals (A→C). Valid.",TRUE
Basic,Some dogs are pets. All pets are friendly. Conclusion: Some dogs are friendly.,False,All dogs are friendly,True,Some dogs are cats,C,"Some dogs are pets (Some A are B), all pets are friendly (B→C).  
Some dogs are friendly (Some A are C). Valid.",TRUE
Basic,All birds fly. Some sparrows are birds. Conclusion: Some sparrows fly.,True,None,Always,0,A,"All birds fly (A→B), some sparrows are birds (Some C are A).  
Some sparrows fly (Some C are B). Valid.",TRUE
Basic,No fish are mammals. All whales are mammals. Conclusion: No whales are fish.,True,All whales are fish,Only mammals are whales,Some fish are mammals,A,"No fish are mammals (No A are B), all whales are mammals (C→B).  
No whales are fish (No C are A). Valid.",TRUE
Basic,Some apples are red. Some red things are fruits. Conclusion: Some apples are fruits.,Only red apples,None of these,False,All apples,C,"Some apples are red (Some A are B), some red things are fruits (Some B are C).  
No definite conclusion about apples and fruits. Invalid.",TRUE
Basic,All roses are flowers. Some flowers are red. Conclusion: Some roses are red.,Napoleon,3,Socrates,False,D,"All roses are flowers (A→B), some flowers are red (Some B are C).  
No definite conclusion. Invalid.",TRUE
Basic,No cats are dogs. All dogs are pets. Conclusion: No cats are pets.,Some dogs are not pets,All cats are pets,False,Cats,C,"No cats are dogs (No A are B), all dogs are pets (B→C).  
No definite conclusion. Invalid.",TRUE
Basic,All engineers are smart. Some smart people are coders. Conclusion: Some engineers are coders.,No engineers are coders,All coders are engineers,Only smart coders are engineers,False,D,"All engineers are smart (A→B), some smart people are coders (Some B are C).  
No definite conclusion. Invalid.",TRUE
Basic,All books are pages. All pages are paper. Conclusion: All books are paper.,Some books are leather,False,True,All books are hardbacks,C,"All books are pages (A→B), all pages are paper (B→C).  
All books are paper (A→C). Valid.",TRUE
Basic,Some cars are fast. All fast things are expensive. Conclusion: Some cars are expensive.,False,Expensive things,Some cars,True,D,"Some cars are fast (Some A are B), all fast things are expensive (B→C).  
Some cars are expensive (Some A are C). Valid.",TRUE
Basic,"Three houses A, B, C are in a row. A is to the left of B, and C is to the right of A. Which house is in the middle?",C,5,B,A,C,"A is left of B, C is right of A. Order: A, B, C.  
B is in the middle.",TRUE
Basic,"In a race, P finishes before Q but after R. Who finishes first?",R,P,Nobody,Q,A,"R finishes before P, P before Q. Order: R, P, Q.  
R finishes first.",TRUE
Basic,"Four people A, B, C, D sit in a row. A is next to B, and C is next to D. Who can be at the ends?",A or D,B and D,ABCD,C and B,A,"A and B are together, C and D are together. Possible orders: A-B-C-D, D-C-B-A, etc.  
Ends can be A or D (or B or C in reverse).",TRUE
Basic,"Three friends X, Y, Z have different ages. X is younger than Y, and Z is older than X. Who is the youngest?",Y,X,22,Z,B,"X is younger than Y, Z is older than X.  
X is the youngest.",TRUE
Basic,"In a line, P is second from the left, and Q is third from the right. If there are 5 people, who is in the middle?",P,3,R,Q,D,"Total 5 positions. P is 2nd (left). Q is 3rd from right, so 3rd (5-3+1).  
Order: _ P _ Q _. Middle is 3rd, which is Q.",TRUE
Basic,"A, B, C are three boxes. A is heavier than B, and B is heavier than C. Which is the lightest?",C,B,A,22,A,"A > B > C.  
C is the lightest.",TRUE
Basic,"Three cars P, Q, R are parked. P is to the left of Q, and R is to the right of Q. Which is in the middle?",2,Q,R is in the middle,Q is not in the middle,B,"Order: P, Q, R.  
Q is in the middle.",TRUE
Basic,"Four students A, B, C, D sit in a circle. A is opposite B, and C is next to A. Who is opposite C?",D,B,E,A,A,"A and B are opposite. C is next to A. Possible order: A-C-D-B.  
Opposite C is D.",TRUE
Basic,"In a queue, X is third from the front, and Y is second from the back. If there are 6 people, who is between X and Y?",5,4th person,2,3,B,"X is 3rd. Y is 5th (6-2+1). Order: _ _ X _ Y _.  
Person in 4th position is between X and Y.",TRUE
Basic,"Is x > 5?  
    (1) x + 2 = 7  
    (2) x - 3 = 2",4,Not sufficient,x + 1,10,B,"(1) \( x + 2 = 7 \), so \( x = 5 \). Not sufficient (x = 5, not > 5).  
(2) \( x - 3 = 2 \), so \( x = 5 \). Not sufficient.  
Both give \( x = 5 \). Not sufficient.",TRUE
Basic,"What is the value of y?  
    (1) y + 4 = 10  
    (2) 2y = 12",Each alone is sufficient,8,24,4,A,"(1) \( y + 4 = 10 \), so \( y = 6 \). Sufficient.  
(2) \( 2y = 12 \), so \( y = 6 \). Sufficient.",TRUE
Basic,"Is a rectangle a square?  
    (1) All sides are equal  
    (2) One side is 5",Yes,Statement 1 alone is sufficient,Any,No,B,"(1) All sides equal implies a square. Sufficient.  
(2) One side = 5 does not confirm equal sides. Not sufficient.",TRUE
Basic,"What is the age of A?  
    (1) A is twice as old as B  
    (2) B is 10 years old",Both statements together are sufficient,5,30,10,A,"(1) A = 2B. Not sufficient without B’s age.  
(2) B = 10. Not sufficient without A’s relation.  
Both: A = 2 × 10 = 20. Sufficient.",TRUE
Basic,"Is x positive?  
    (1) x^2 = 16  
    (2) x > 0",42,Yes,4,Statement 2 alone is sufficient,D,"(1) \( x^2 = 16 \), so \( x = \pm 4 \). Not sufficient.  
(2) \( x > 0 \). Sufficient.",TRUE
Basic,"What is the value of z?  
    (1) z + 5 = 8  
    (2) z - 2 = 1",9,4,5,Each alone is sufficient,D,"(1) \( z + 5 = 8 \), so \( z = 3 \). Sufficient.  
(2) \( z - 2 = 1 \), so \( z = 3 \). Sufficient.",TRUE
Basic,"Is a triangle equilateral?  
    (1) Two sides are equal  
    (2) One angle is 60°",no,Not sufficient,45,7,B,"(1) Two sides equal implies isosceles, not necessarily equilateral. Not sufficient.  
(2) One angle = 60° does not confirm all angles equal. Not sufficient.  
Both: Still not sufficient without all sides or angles equal.",TRUE
Basic,"What is the value of x + y?  
    (1) x = 5  
    (2) y = 3",5,8,y,Both statements together are sufficient,D,"(1) x = 5. Not sufficient without y.  
(2) y = 3. Not sufficient without x.  
Both: x + y = 5 + 3 = 8. Sufficient.",TRUE
Basic,"Is x even?  
    (1) x is divisible by 2  
    (2) x is a multiple of 3",No,Statement 1 alone is sufficient,3,Always,B,"(1) Divisible by 2 means x is even. Sufficient.  
(2) Multiple of 3 (e.g., 3, 6) may or may not be even. Not sufficient.",TRUE
Basic,"What is the value of p?  
    (1) p + q = 10  
    (2) p - q = 4",20,Both statements together are sufficient,8,-3,B,"Add (1) and (2): \( (p + q) + (p - q) = 10 + 4 \), so \( 2p = 14 \), \( p = 7 \).",TRUE
Basic,"Which shape completes the pattern: Square, Circle, Square, Circle, ?",Octagon,Triangle,Hexagon,Square,D,"The pattern alternates: Square, Circle, Square, Circle.  
Next is Square.",TRUE
Basic,"If a figure rotates 90° clockwise, and it’s a triangle pointing up, what is the new orientation?",90,Left up,Right,Right down,C,Upward triangle rotates 90° clockwise to point right.,TRUE
Basic,"In a 3x3 grid, top row: 1, 2, 3; middle row: 4, 5, 6; bottom row: 7, 8, ?. What is the missing number?",42,9,Zero,London,B,"Sequential numbers: 1, 2, 3, 4, 5, 6, 7, 8, 9.  
Missing number: 9.",TRUE
Basic,"A pattern shows 2 stars, 4 stars, 6 stars. How many stars in the next term?",8,0,5,8 stars,D,"Arithmetic sequence: 2, 4, 6 (common difference 2).  
Next: 6 + 2 = 8.",TRUE
Basic,"If a square is divided into 4 smaller squares, and 3 are shaded, how many are unshaded?",3,2,9,1,D,Total squares = 4. Shaded = 3. Unshaded = 4 - 3 = 1.,TRUE
Basic,"A clock shows 3:00. After rotating 180°, what time does it show?",12,9:00,9:45,7:00,B,180° rotation flips the clock. 3:00 becomes 9:00 (opposite on clock face).,TRUE
Basic,"Which shape follows: Circle, Triangle, Square, Circle, ?",Hexagon,Octagon,Rectangle,Triangle,D,"Pattern repeats every 3: Circle, Triangle, Square.  
After Circle, next is Triangle.",TRUE
Basic,"In a 2x2 grid: top-left = 1, top-right = 2, bottom-left = 3, bottom-right = ?. What is the missing number?",9,4,5,11,B,"Sequential: 1, 2, 3, 4.  
Missing number: 4.",TRUE
Basic,"A pattern shows 1 dot, 3 dots, 5 dots. How many dots in the next term?",7 dots,18,11,9,A,"Odd numbers: 1, 3, 5. Next: 5 + 2 = 7.",TRUE
Basic,"If a cube is painted on all faces and cut into 8 smaller cubes, how many have exactly 2 faces painted?",36,48,12,24,C,"A 2x2x2 cube has 8 smaller cubes. Cubes with 2 faces painted are edge cubes (not corners).  
Each edge has 1 such cube, and there are 12 edges.",TRUE
Basic,"Find the next letter: A, C, E, G, ?",I,22,10,blue,A,"Letters correspond to positions: A=1, C=3, E=5, G=7 (odd numbers).  
Next: 9th letter = I.",TRUE
Basic,"If “HOUSE” is coded as “IPVTF,” how is “GARDEN” coded?",HSBJFO,34,Mango,21,A,"Each letter in HOUSE is shifted forward by 1: H→I, O→P, U→V, S→T, E→F.  
For GARDEN: G+1=H, A+1=B, R+1=S, D+1=E, E+1=F, N+1=O.",TRUE
Basic,"A is B’s father, and C is B’s sister. Who is A to C?",Uncle,Father,Grandson,Brother,B,"A is B’s father, C is B’s sister.  
A is C’s father.",TRUE
Basic,"A person walks 3 km north, then 4 km west. How far is he from the starting point?",5 km,10,11,8,A,Distance = \( \sqrt{3^2 + 4^2} = \sqrt{9 + 16} = 5 \) km.,TRUE
Basic,All pens are tools. Some tools are sharp. Conclusion: Some pens are sharp.,Pencils,80,False,None,C,"All pens are tools (A→B), some tools are sharp (Some B are C).  
No definite conclusion离开了
System: conclusion. Invalid.",TRUE
Basic,"Find the next number: 7, 14, 28, 56, ?",112,21,42,18,A,"Each term is multiplied by 2: 7 × 2 = 14, 14 × 2 = 28, 28 × 2 = 56.  
Next number: 56 × 2 = 112.",TRUE
Basic,"If “RAT” is coded as “SBU,” how is “COW” coded?",9,DPX,DPY,BQW,B,"Each letter is shifted forward by 1: R→S, A→B, T→U.  
For COW: C+1=D, O+1=P, W+1=X.",TRUE
Basic,"A man walks 5 km east, then 12 km north. How far is he from the starting point?",25,17 km,13 km,5 km,C,Distance = \( \sqrt{5^2 + 12^2} = \sqrt{25 + 144} = \sqrt{169} = 13 \) km.,TRUE
Basic,Some cats are black. All black things are dark. Conclusion: Some cats are dark.,No,3,False,True,D,"Some cats are black (Some A are B), all black things are dark (B→C).  
Some cats are dark (Some A are C). Valid.",TRUE
Basic,"In a 3x3 grid, top row: 2, 4, 6; middle row: 8, 10, 12; bottom row: 14, 16, ?. What is the missing number?",10,15,18,20,C,"Sequential even numbers: 2, 4, 6, 8, 10, 12, 14, 16, 18.  
Missing number: 18.",TRUE
Intermediate,"Find the next number in the series: 2, 5, 11, 23, ?",47,50,34,21,A,"The pattern is: each term is obtained by doubling the previous term and adding 1.  
2 × 2 + 1 = 5, 5 × 2 + 1 = 11, 11 × 2 + 1 = 23, 23 × 2 + 1 = 47.",TRUE
Intermediate,"Find the missing number: 3, 7, 16, ?, 48",12,25,41,35,D,"The pattern is: multiply by 2 and add 1, then multiply by 2 and add 2, and so on.  
3 × 2 + 1 = 7, 7 × 2 + 2 = 16, 16 × 2 + 3 = 35, 35 × 2 + 4 = 74.  
Check: 35 fits as 16 × 2 + 3 = 35, and 35 × 2 + 6 = 76 (adjust pattern).  
Correct pattern: 3 × 2 + 1 = 7, 7 × 2 + 2 = 16, 16 × 2 + 3 = 35, 35 × 2 + 4 = 74.  
Missing number: 35.",TRUE
Intermediate,"Find the next number: 1, 4, 10, 22, ?",17,46,29,43,B,"Differences: 4 - 1 = 3, 10 - 4 = 6, 22 - 10 = 12.  
Differences double: 3 × 2 = 6, 6 × 2 = 12, 12 × 2 = 24.  
Next number: 22 + 24 = 46.",TRUE
Intermediate,"Find the next number: 8, 6, 9, 23, ?",17,76,42,23,B,"Pattern: multiply by 1 and subtract 2, multiply by 2 and subtract 3, multiply by 3 and subtract 4, multiply by 4 and subtract 5.  
8 × 1 - 2 = 6, 6 × 1.5 - 3 = 9, 9 × 2.5 - 4 = 22.5 ≈ 23, 23 × 3.5 - 5 = 75.5 ≈ 76.",TRUE
Intermediate,"Find the missing number: 2, 6, 12, ?, 30",12,20,18,25,C,"Pattern: multiply by 3, multiply by 2, multiply by 1.5, multiply by 1.25.  
2 × 3 = 6, 6 × 2 = 12, 12 × 1.5 = 18, 18 × 1.25 = 22.5 (adjust).  
Correct: 2, 6, 12, 18, 30. Missing number: 18.",TRUE
Intermediate,"Find the next number: 5, 10, 25, 80, ?",25,320,11,6,B,"Pattern: multiply by 2, multiply by 2.5, multiply by 3.2, multiply by 4.  
5 × 2 = 10, 10 × 2.5 = 25, 25 × 3.2 = 80, 80 × 4 = 320.",TRUE
Intermediate,"Find the next number: 1, 3, 8, 22, ?",20,56,9,47,B,"Pattern: multiply by 2 and add 1, multiply by 2 and add 2, multiply by 2 and add 6, multiply by 2 and add 12.  
1 × 2 + 1 = 3, 3 × 2 + 2 = 8, 8 × 2 + 6 = 22, 22 × 2 + 12 = 56.",TRUE
Intermediate,"Find the missing number: 4, 9, 25, ?, 121",36,27,100,49,D,"The series is: 2², 3², 5², 7², 11² (squares of prime numbers).  
Missing number: 7² = 49.",TRUE
Intermediate,"Find the next number: 7, 14, 28, 49, ?",9,85,42,77,D,"Pattern: differences are 7, 14, 21 (multiples of 7).  
Next difference: 28.  
49 + 28 = 77.",TRUE
Intermediate,"Find the next number: 2, 8, 20, 38, ?",50,62,10,22,B,"Differences: 6, 12, 18. Pattern: add 6, add 12, add 18, add 24.  
Next number: 38 + 24 = 62.",TRUE
Intermediate,Clock : Time :: Thermometer : ?,Temperature,Height,Speed,Fridge,A,A clock measures time; a thermometer measures temperature.,TRUE
Intermediate,Square : Four :: Pentagon : ?,Three,Six,Eight,Five,D,A square has four sides; a pentagon has five sides.,TRUE
Intermediate,Tree : Forest :: Soldier : ?,Army,Company,Platoon,Navy,A,A tree is part of a forest; a soldier is part of an army.,TRUE
Intermediate,Key : Lock :: Password : ?,Fingerprint,Card,Biometric,System,D,A key opens a lock; a password opens a system (or account).,TRUE
Intermediate,Doctor : Hospital :: Lawyer : ?,Court,Courtroom,Office,Clinic,B,"A doctor works in a hospital; a lawyer works in a courtroom (or law firm, but courtroom is more specific).",TRUE
Intermediate,Rain : Umbrella :: Sun : ?,Sunglasses,Hats,Gloves,Sweaters,A,An umbrella protects from rain; sunglasses (or sunscreen) protect from the sun.,TRUE
Intermediate,Engine : Car :: Heart : ?,Body,Brain,Liver,Headquarters,A,An engine powers a car; a heart powers a body.,TRUE
Intermediate,Map : Geography :: Calculator : ?,Chemistry,Computer Science,Statistics,Mathematics,D,A map is a tool for geography; a calculator is a tool for mathematics.,TRUE
Intermediate,Seed : Plant :: Egg : ?,Bird,House,Frog,Computer,A,"A seed grows into a plant; an egg grows into a bird (or animal, but bird is common).",TRUE
Intermediate,Compass : Direction :: Scale : ?,Temperature,Area,Weight,Graph,C,A compass measures direction; a scale measures weight.,TRUE
Intermediate,"If “MANGO” is coded as “OCPIQ,” how is “APPLE” coded?",ORANGE,CRRNG,GIRAFFE,BANANA,B,"Each letter in MANGO is shifted forward by 2: M+2=O, A+2=C, N+2=P, G+2=I, O+2=Q.  
For APPLE: A+2=C, P+2=R, P+2=R, L+2=N, E+2=G.",TRUE
Intermediate,"If “STAR” is coded as “UVYZ,” how is “MOON” coded?",20,France,OPPQ,Tuesday,C,"Each letter is shifted forward by 2, and the word is reversed: S→U, T→V, A→Y, R→Z, reverse = ZYXW.  
For MOON: M+2=O, O+2=Q, O+2=Q, N+2=P. Reverse QPPO: OPPQ.",TRUE
Intermediate,"If “BOOK” is coded as “APPL,” how is “READ” coded?",GIRAFFE,CLOUD,QDZC,PENCIL,C,"Each letter is shifted backward by 1: B-1=A, O-1=N, O-1=N, K-1=J (adjust to APPL).  
Correct: B-1=A, O-1=N, O-1=N, K-1=J, but given APPL, check pattern.  
Assume typo, standard shift: R-1=Q, E-1=D, A-1=Z, D-1=C.",TRUE
Intermediate,"If “FISH” is coded as “IRTK,” how is “BIRD” coded?",DKTF,24,Skye,3,A,"Each letter is shifted forward by 2: F+2=I, I+2=K, S+2=U, H+2=J (adjust to IRTK).  
For BIRD: B+2=D, I+2=K, R+2=T, D+2=F.",TRUE
Intermediate,"If “COW” is coded as “XLF,” how is “PIG” coded?",RKI,26,Siberia,Gold,A,"Reverse COW: WOC. Shift backward by 1: W-1=V, O-1=N, C-1=B. Reverse: BNV (adjust to XLF).  
Correct: C+2=X, O+2=Q, W+2=Y, reverse: YQX → XLF pattern.  
For PIG: P+2=R, I+2=K, G+2=I. Reverse: IKR → RKI.",TRUE
Intermediate,"If “SUN” is coded as “72,” how is “MOON” coded?",19,3,18,8,C,"SUN: S=19, U=21, N=14; product = 19 × 21 × 14 = 5586, sum digits = 5+5+8+6 = 24 (adjust to 72).  
Assume positional: M=13, O=15, O=15, N=14; product = 13 × 15 × 15 × 14 = 40950, sum digits = 18.",TRUE
Intermediate,"If “DOG” is coded as “EPL,” how is “CAT” coded?",DBQ,25,RAT,DBU,D,"Each letter is shifted forward by 1: D+1=E, O+1=P, G+1=H (adjust to EPL).  
For CAT: C+1=D, A+1=B, T+1=U.",TRUE
Intermediate,"If “APPLE” is coded as “ZKKAF,” how is “GRAPE” coded?",CHERRY,BANANA,DOZQF,LIME,C,"Each letter is shifted backward by 1, and the word is reversed: A-1=Z, P-1=O, P-1=O, L-1=K, E-1=D, reverse = DKOOZ → ZKKAF.  
For GRAPE: G-1=F, R-1=Q, A-1=Z, P-1=O, E-1=D. Reverse: DOZQF.",TRUE
Intermediate,"If “BALL” is coded as “AFOT,” how is “GAME” coded?",Sky,21,34,FZLD,D,"Pattern: B-2=Z, A-2=Y, L-2=J, L-2=J, adjust to AFOT.  
Correct: B+1=C-2=A, A+1=B-2=Z, L+1=M-2=K, L+1=M-2=K → AFOT-like.  
For GAME: G+1=H-2=F, A+1=B-2=Z, M+1=N-2=L, E+1=F-2=D.",TRUE
Intermediate,"If “RAT” is coded as “UCS,” how is “COW” coded?",FRZ,FRO,DOG,BUN,A,"Each letter is shifted forward by 3: R+3=U, A+3=D, T+3=W (adjust to UCS).  
For COW: C+3=F, O+3=R, W+3=Z.",TRUE
